,title,platform,summary,release_date,developer,genre,rating,meta_overview,meta_pos,meta_mixed,meta_neg,user_overview,user_pos,user_mixed,user_neg,genre_action,genre_adventure,genre_fighting,genre_platform,genre_puzzle,genre_racing,genre_roleplay,genre_shooter,genre_simulation,genre_sports,genre_strategy,genre_misc
407,Toki,Switch,"Toki sets off on a new adventure! The cult action/platform game originally released on arcade machines in 1989 is back with a super-simian new version, featuring all-new hand-drawn graphics and re-orchestrated music. Toki the warrior lived peacefully in the jungle with his sweetheart Miho. Appearing out of nowhere, the terrifying voodoo sorcerer Vookimedlo and heinous demon Bashtar kidnap Miho and turn the poor Toki into a chimpanzee! Unfortunately for his sweetheart, he has become a hairy, lethargic ape... ",04-Dec-18,Microids,"['Action', 'Platformer', '2D']",E10+,Mixed or average reviews,2,17,1,Mixed or average reviews,8,6,3,1,0,0,1,0,0,0,0,0,0,0,0
408,Tokyo Mirage Sessions #FE Encore,Switch,"The worlds of the Fire Emblem series and Atlus games have crossed paths again and the result is coming to the Nintendo Switch system. An interdimensional evil has invaded modern-day Tokyo, resulting in this fantastical barrage of music, style, and yes, danger. So, fight back! Battle through dungeons to pump up your strategy and creatively decimate your foesbefore all hope fades to black. You and the rising stars you call friends will need to call on your own creative powermanifested as iconic Fire Emblem characters -- to wage a secret war on rogue spirits that feed on creativity. Each encounter will immerse you in deep, turn-based battles that blend the combat of the Fire Emblem and Shin Megami Tensei series into one brutal harmony. Fuse items to craft weaponry; then play to your strengths and crush your foes. Around every corner you'll find fun nods to multiple fandoms, including Fire Emblem references, dungeons themed to the entertainment industry, and stunning musical performances.",17-Jan-20,Atlus,"['Role-Playing', 'Japanese-Style']",T,Generally favorable reviews,53,9,0,Mixed or average reviews,128,22,67,0,0,0,0,0,0,1,0,0,0,0,0
409,Torchlight II,Switch,"Beyond the town of Torchlight lies a world shrouded in adventure and mystery. Guardian-warrior Syl appears in a prophetic dream, summoning the player to the Estherian Steppes. There, you meet with the Destroyer and soon venture across the continent of Vilderan, an exotic frontier besieged by forces of evil. A discovery unfolds, that the Alchemist, following his conquest of dark ember, disappeared on his quest to defeat the unknown corrupted force responsible for destroying the mystical race of Estherians. Aided by Syl, the remaining Estherian Guardians, and clues left behind by the missing Alchemist, you will find yourself battling a powerful enemy that threatens to unravel the elements of the entire world.",03-Sep-19,Panic Button,"['Role-Playing', 'Action RPG']",T,Generally favorable reviews,23,1,0,Generally favorable reviews,43,5,3,1,0,0,0,0,0,1,0,0,0,0,0
410,Travis Strikes Again: No More Heroes,Switch,"
Seven years have passed since the events of No More Heroes, and The Bad is determined to exact his revenge on Travis Touchdown. Just like the original cult classic, players will have to battle through multiple punk-rock levels and defeat over-the-top bosses.
",18-Jan-19,Grasshopper Manufacture,"['Action', ""Beat-'Em-Up"", '3D']",M,Mixed or average reviews,30,36,8,Generally favorable reviews,149,17,30,1,0,0,0,0,0,0,0,0,0,0,0
411,Trials of Mana,Switch,"When the world was shrouded in darkness, the Goddess of Mana drew forth the Sword of Mana to smite the eight Benevodons, monsters of destruction. She sealed the horrors inside the eight Mana Stones, bringing the realm back from the brink. Weakened from rebuilding the world, the Goddess changed herself into a tree and fell into a deep sleep for many years. However, the forces of evil soon sought to free the Benevodons to gain control of the world. They started a terrible war to further their plot and destabilize the kingdoms. Peace was at an end. Mana itself began to disappear from the world and the Mana Tree started to wither...",24-Apr-20,"Square Enix, GREZZO, Xeen","['Role-Playing', 'Action RPG']",T,Mixed or average reviews,20,9,0,Generally favorable reviews,74,14,15,1,0,0,0,0,0,1,0,0,0,0,0
412,Trine 4: The Nightmare Prince,Switch,"The Trine series returns to the magic of 2.5D with Trine 4: The Nightmare Prince! The three heroes of the best-selling adventure series are back, sent on a quest to retrieve the troubled young Prince Selius. Amadeus the Wizard, Pontius the Knight, and Zoya the Thief are joined together once again on a thrilling quest through fantastical fairytale landscapes teeming with danger.   Prince Selius suffers from intensely dark dreams and, due to his magical talents, monstrous nightmares are able to slip into reality and wreak havoc on the waking world. Amadeus, Pontius, and Zoya must find the afflicted prince and resolve the desperate situation before the world is engulfed by the Nightmare Prince's shadows.",08-Oct-19,"Frozenbyte, Inc.","['Action', 'Platformer', '2D']",E10+,Generally favorable reviews,17,4,0,Generally favorable reviews,24,3,6,1,0,0,1,0,0,0,0,0,0,0,0
413,TumbleSeed,Switch,"
TumbleSeed is a roguelike about balancing a seed up a dangerous and ever-changing mountain. Avoid holes and defeat corrupted creatures in this dual-stick action adventure.
",02-May-17,"Benedict Fritz, aeiowu, Team TumbleSeed","['Action', 'General']",E,Generally favorable reviews,11,4,0,Mixed or average reviews,35,4,11,1,0,0,0,0,0,0,0,0,0,0,0
414,Two Point Hospital,Switch,"Build up a hospital from nothing to a masterpiece as you design the most beautiful - or functional - healthcare operation in the whole of Two Point County. Optimize your hospital design to increase patient (and cash) flow, arranging corridors, rooms and waiting areas to your exact specifications. Expand your hospital to multiple buildings as you look to get as many patients through the door as possible. Place decorative and functional items around your hospital to improve its prestige, lower patient boredom, increase happiness and keep those end of year awards flowing in.",25-Feb-20,Two Point Studios,"['Simulation', 'Strategy', 'Management', 'Virtual', 'Career', 'Business / Tycoon']",E10+,Generally favorable reviews,23,1,0,Generally favorable reviews,49,8,6,0,0,0,0,0,0,0,0,1,0,1,0
415,Ultra Street Fighter II: The Final Challengers,Switch,"Street Fighter II, the game that defined the fighting game genre in the 1990s, is back on the Nintendo Switch. The newest iteration of SFII in nearly 10 years features all of the classic characters, a host of new features, as well as two new fighters; Evil Ryu and Violent Ken. Features a stellar line-up of characters, including all the original fighters and bosses, the characters added in Super Street Fighter II, plus new additions Evil Ryu and Violent Ken. Choose between classic pixel-art graphics for a retro nostalgia trip, or enjoy a refined new modern look. Use the Joy-Con to challenge a second player anytime, anywhere. Pull off flashy super combos and show your opponent who the strongest is around. In addition to versus action, you can now team up with a friend to take on a CPU opponent.  ",26-May-17,Capcom,"['Action', 'Fighting', '2D']",T,Mixed or average reviews,17,46,2,Mixed or average reviews,99,41,38,1,0,1,0,0,0,0,0,0,0,0,0
416,Unravel Two,Switch,"
In Unravel 2, you play as two Yarnys (tiny magical creatures made of yarn and joined by a thread) in a puzzle-platforming adventure. Run, jump, swing, and solve your way through a world of natural beauty and shadowy dangers, either on your own or with a friend in local co-op.
",22-Mar-19,Coldwood Interactive,"['Action', 'Platformer', '2D']",E,Generally favorable reviews,20,0,0,Generally favorable reviews,46,9,6,1,0,0,1,0,0,0,0,0,0,0,0
417,Unruly Heroes,Switch,"Unruly Heroes is an action-adventure game inspired by the famous chinese legend ‘A journey to the west’ better known as the Monkey King Legend. Through this epic adventure, the game will make you live a fantastic and unforgettable experience. The game can be played in coop up to 4 players, but you can decide to play online in fierce Player vs Player modes. Who will be your favorite character?",23-Jan-19,Magic Design Studios,"['Action', 'Platformer', '2D']",E10+,Generally favorable reviews,13,1,1,Generally favorable reviews,28,4,6,1,0,0,1,0,0,0,0,0,0,0,0
418,Untitled Goose Game,Switch,"It's a lovely morning in the village and you are a horrible goose. Untitled Goose Game is a slapstick-stealth-sandbox, where you are a goose let loose on an unsuspecting village. Make your way around town, from peoples' back gardens to the high street shops to the village green, setting up pranks, stealing hats, honking a lot, and generally ruining everyone’s day.",20-Sep-19,House House,"['Simulation', 'General']",E,Generally favorable reviews,38,6,0,Generally favorable reviews,121,28,25,0,0,0,0,0,0,0,0,1,0,0,0
419,VA-11 Hall-A: Cyberpunk Bartender Action,Switch,"Welcome to VA-11 Hall-A! In this world, corporations reign supreme, all human life is infected with nanomachines designed to oppress them, and the terrifying White Knights ensure that everyone obeys the laws. But, this story is not about those people. You are a bartender at VA-11 Hall-A, affectionately nicknamed ""Valhalla."" Although it is just a small bar in downtown Glitch City, it attracts the most fascinating people this side of dystopia. Keep your clients lubricated and you will be made privy to the most interesting stories.",02-May-19,Sukeban Games,"['Simulation', 'General']",M,Generally favorable reviews,20,2,0,Generally favorable reviews,50,0,8,0,0,0,0,0,0,0,0,1,0,0,0
